target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions,reject_reason
accept,"Secondly, young people are much easier to **accept** fashion things than old people who are the basis of enjoying lives.","['embrace', 'adopt', 'take to', 'welcome']",['receive'],"['embrace', 'adopt', 'take to']",['welcome'],1,"[3, 3, 'None']",[0],"Secondly, young people are much easier to accept fashion things than old people who are the basis of enjoying lives.",accept,adopt,749,prolex,accept,adopt,42,48,"[{""target2"": ""Secondly"", ""target2_offset"": 0, ""target2_end"": 8, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Second""]}, {""target2"": ""young"", ""target2_offset"": 10, ""target2_end"": 15, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 16, ""target2_end"": 22, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""much"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""often"", ""lots"", ""practically""]}, {""target2"": ""easier"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""JJR"", ""target2_rank"": 6, ""candidates"": [""easy"", ""prosperous"", ""soft"", ""light"", ""loose"", ""gentle"", ""comfortable""]}]",5,16,Secondly,Second,0,8,RB,selected_conservative,Selected 'Second' for 'Secondly' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"Secondly, young people are much easier to adopt fashion things than old people who are the basis of enjoying lives.","Second, young people are much easier to adopt fashion things than old people who are the basis of enjoying lives.",target2_starts_at_offset_0
accept,"Secondly, young people are much easier to **accept** fashion things than old people who are the basis of enjoying lives.","['embrace', 'adopt', 'take to', 'welcome']",['receive'],"['embrace', 'adopt', 'take to']",['welcome'],1,"[3, 3, 'None']",[0],"Secondly, young people are much easier to accept fashion things than old people who are the basis of enjoying lives.",accept,welcome,750,prolex,accept,welcome,42,48,"[{""target2"": ""Secondly"", ""target2_offset"": 0, ""target2_end"": 8, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Second""]}, {""target2"": ""young"", ""target2_offset"": 10, ""target2_end"": 15, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 16, ""target2_end"": 22, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""much"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""often"", ""lots"", ""practically""]}, {""target2"": ""easier"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""JJR"", ""target2_rank"": 6, ""candidates"": [""easy"", ""prosperous"", ""soft"", ""light"", ""loose"", ""gentle"", ""comfortable""]}]",5,16,Secondly,Second,0,8,RB,selected_conservative,Selected 'Second' for 'Secondly' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"Secondly, young people are much easier to welcome fashion things than old people who are the basis of enjoying lives.","Second, young people are much easier to welcome fashion things than old people who are the basis of enjoying lives.",target2_starts_at_offset_0
difficulties,Everyone will have a deep impression when he meets the **difficulties**.,"['challenges', 'hurdles', 'obstacles', 'problems', 'setbacks']",[],"['challenges', 'hurdles', 'obstacles', 'setbacks']",['problems'],2,"[2, 4, 3, 4]",[0],Everyone will have a deep impression when he meets the difficulties.,difficulties,challenges,751,prolex,difficulties,challenges,55,67,"[{""target2"": ""deep"", ""target2_offset"": 21, ""target2_end"": 25, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""mysterious"", ""rich"", ""bass"", ""thick""]}, {""target2"": ""impression"", ""target2_offset"": 26, ""target2_end"": 36, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""feeling"", ""picture"", ""notion"", ""effect"", ""belief"", ""stamp"", ""imprint"", ""opinion"", ""printing"", ""depression""]}, {""target2"": ""meets"", ""target2_offset"": 45, ""target2_end"": 50, ""target2_pos"": ""VBZ"", ""target2_rank"": 8, ""candidates"": [""sees"", ""encounters"", ""fits"", ""satisfies"", ""fills"", ""touches"", ""receives"", ""converges"", ""plays"", ""matches"", ""suffers"", ""contacts""]}]",3,26,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Everyone will have a deep impression when he meets the challenges.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
difficulties,Everyone will have a deep impression when he meets the **difficulties**.,"['challenges', 'hurdles', 'obstacles', 'problems', 'setbacks']",[],"['challenges', 'hurdles', 'obstacles', 'setbacks']",['problems'],2,"[2, 4, 3, 4]",[0],Everyone will have a deep impression when he meets the difficulties.,difficulties,hurdles,752,prolex,difficulties,hurdles,55,67,"[{""target2"": ""deep"", ""target2_offset"": 21, ""target2_end"": 25, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""mysterious"", ""rich"", ""bass"", ""thick""]}, {""target2"": ""impression"", ""target2_offset"": 26, ""target2_end"": 36, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""feeling"", ""picture"", ""notion"", ""effect"", ""belief"", ""stamp"", ""imprint"", ""opinion"", ""printing"", ""depression""]}, {""target2"": ""meets"", ""target2_offset"": 45, ""target2_end"": 50, ""target2_pos"": ""VBZ"", ""target2_rank"": 8, ""candidates"": [""sees"", ""encounters"", ""fits"", ""satisfies"", ""fills"", ""touches"", ""receives"", ""converges"", ""plays"", ""matches"", ""suffers"", ""contacts""]}]",3,26,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Everyone will have a deep impression when he meets the hurdles.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
difficulties,Everyone will have a deep impression when he meets the **difficulties**.,"['challenges', 'hurdles', 'obstacles', 'problems', 'setbacks']",[],"['challenges', 'hurdles', 'obstacles', 'setbacks']",['problems'],2,"[2, 4, 3, 4]",[0],Everyone will have a deep impression when he meets the difficulties.,difficulties,obstacles,753,prolex,difficulties,obstacles,55,67,"[{""target2"": ""deep"", ""target2_offset"": 21, ""target2_end"": 25, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""mysterious"", ""rich"", ""bass"", ""thick""]}, {""target2"": ""impression"", ""target2_offset"": 26, ""target2_end"": 36, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""feeling"", ""picture"", ""notion"", ""effect"", ""belief"", ""stamp"", ""imprint"", ""opinion"", ""printing"", ""depression""]}, {""target2"": ""meets"", ""target2_offset"": 45, ""target2_end"": 50, ""target2_pos"": ""VBZ"", ""target2_rank"": 8, ""candidates"": [""sees"", ""encounters"", ""fits"", ""satisfies"", ""fills"", ""touches"", ""receives"", ""converges"", ""plays"", ""matches"", ""suffers"", ""contacts""]}]",3,26,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Everyone will have a deep impression when he meets the obstacles.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
difficulties,Everyone will have a deep impression when he meets the **difficulties**.,"['challenges', 'hurdles', 'obstacles', 'problems', 'setbacks']",[],"['challenges', 'hurdles', 'obstacles', 'setbacks']",['problems'],2,"[2, 4, 3, 4]",[0],Everyone will have a deep impression when he meets the difficulties.,difficulties,problems,754,prolex,difficulties,problems,55,67,"[{""target2"": ""deep"", ""target2_offset"": 21, ""target2_end"": 25, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""mysterious"", ""rich"", ""bass"", ""thick""]}, {""target2"": ""impression"", ""target2_offset"": 26, ""target2_end"": 36, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""feeling"", ""picture"", ""notion"", ""effect"", ""belief"", ""stamp"", ""imprint"", ""opinion"", ""printing"", ""depression""]}, {""target2"": ""meets"", ""target2_offset"": 45, ""target2_end"": 50, ""target2_pos"": ""VBZ"", ""target2_rank"": 8, ""candidates"": [""sees"", ""encounters"", ""fits"", ""satisfies"", ""fills"", ""touches"", ""receives"", ""converges"", ""plays"", ""matches"", ""suffers"", ""contacts""]}]",3,26,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Everyone will have a deep impression when he meets the problems.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
difficulties,Everyone will have a deep impression when he meets the **difficulties**.,"['challenges', 'hurdles', 'obstacles', 'problems', 'setbacks']",[],"['challenges', 'hurdles', 'obstacles', 'setbacks']",['problems'],2,"[2, 4, 3, 4]",[0],Everyone will have a deep impression when he meets the difficulties.,difficulties,setbacks,755,prolex,difficulties,setbacks,55,67,"[{""target2"": ""deep"", ""target2_offset"": 21, ""target2_end"": 25, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""mysterious"", ""rich"", ""bass"", ""thick""]}, {""target2"": ""impression"", ""target2_offset"": 26, ""target2_end"": 36, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""feeling"", ""picture"", ""notion"", ""effect"", ""belief"", ""stamp"", ""imprint"", ""opinion"", ""printing"", ""depression""]}, {""target2"": ""meets"", ""target2_offset"": 45, ""target2_end"": 50, ""target2_pos"": ""VBZ"", ""target2_rank"": 8, ""candidates"": [""sees"", ""encounters"", ""fits"", ""satisfies"", ""fills"", ""touches"", ""receives"", ""converges"", ""plays"", ""matches"", ""suffers"", ""contacts""]}]",3,26,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Everyone will have a deep impression when he meets the setbacks.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
neighborhoods,"Once upon a time, everyone knew all the members of their town, and there was not anyone who did not know anyone in their town, because they always cared about their **neighborhoods**.","['communities', 'localities', 'areas']","['districts', 'regions']",['localities'],"['communities', 'areas']",2,[5],"[1, 0]","Once upon a time, everyone knew all the members of their town, and there was not anyone who did not know anyone in their town, because they always cared about their neighborhoods.",neighborhoods,communities,759,prolex,neighborhoods,communities,165,178,"[{""target2"": ""time"", ""target2_offset"": 12, ""target2_end"": 16, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""knew"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""VBD"", ""target2_rank"": 6, ""candidates"": [""recognized"", ""experienced"", ""lived"", ""bed"", ""loved"", ""fucked"", ""screwed"", ""recognised"", ""acknowledged""]}, {""target2"": ""members"", ""target2_offset"": 40, ""target2_end"": 47, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""extremities"", ""penis""]}, {""target2"": ""town"", ""target2_offset"": 57, ""target2_end"": 61, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""township""]}, {""target2"": ""know"", ""target2_offset"": 100, ""target2_end"": 104, ""target2_pos"": ""VB"", ""target2_rank"": 22, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}]",5,27,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"Once upon a time, everyone knew all the members of their town, and there was not anyone who did not know anyone in their town, because they always cared about their communities.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
neighborhoods,"Once upon a time, everyone knew all the members of their town, and there was not anyone who did not know anyone in their town, because they always cared about their **neighborhoods**.","['communities', 'localities', 'areas']","['districts', 'regions']",['localities'],"['communities', 'areas']",2,[5],"[1, 0]","Once upon a time, everyone knew all the members of their town, and there was not anyone who did not know anyone in their town, because they always cared about their neighborhoods.",neighborhoods,localities,760,prolex,neighborhoods,localities,165,178,"[{""target2"": ""time"", ""target2_offset"": 12, ""target2_end"": 16, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""knew"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""VBD"", ""target2_rank"": 6, ""candidates"": [""recognized"", ""experienced"", ""lived"", ""bed"", ""loved"", ""fucked"", ""screwed"", ""recognised"", ""acknowledged""]}, {""target2"": ""members"", ""target2_offset"": 40, ""target2_end"": 47, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""extremities"", ""penis""]}, {""target2"": ""town"", ""target2_offset"": 57, ""target2_end"": 61, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""township""]}, {""target2"": ""know"", ""target2_offset"": 100, ""target2_end"": 104, ""target2_pos"": ""VB"", ""target2_rank"": 22, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}]",5,27,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"Once upon a time, everyone knew all the members of their town, and there was not anyone who did not know anyone in their town, because they always cared about their localities.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
neighborhoods,"Once upon a time, everyone knew all the members of their town, and there was not anyone who did not know anyone in their town, because they always cared about their **neighborhoods**.","['communities', 'localities', 'areas']","['districts', 'regions']",['localities'],"['communities', 'areas']",2,[5],"[1, 0]","Once upon a time, everyone knew all the members of their town, and there was not anyone who did not know anyone in their town, because they always cared about their neighborhoods.",neighborhoods,areas,761,prolex,neighborhoods,areas,165,178,"[{""target2"": ""time"", ""target2_offset"": 12, ""target2_end"": 16, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""knew"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""VBD"", ""target2_rank"": 6, ""candidates"": [""recognized"", ""experienced"", ""lived"", ""bed"", ""loved"", ""fucked"", ""screwed"", ""recognised"", ""acknowledged""]}, {""target2"": ""members"", ""target2_offset"": 40, ""target2_end"": 47, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""extremities"", ""penis""]}, {""target2"": ""town"", ""target2_offset"": 57, ""target2_end"": 61, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""township""]}, {""target2"": ""know"", ""target2_offset"": 100, ""target2_end"": 104, ""target2_pos"": ""VB"", ""target2_rank"": 22, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}]",5,27,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"Once upon a time, everyone knew all the members of their town, and there was not anyone who did not know anyone in their town, because they always cared about their areas.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
