target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2
applied,For example seriously understanding the basis of physics may be **applied** to building roads in very bad geological conditions.,"['utilized', 'employed', 'used', 'implemented', 'put into action']",[],"['utilized', 'employed', 'implemented', 'put into action']",['used'],1,"[4, 1, 3, 'None']",[0],For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,applied,employed,20,prolex,applied,employed,64,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""seriously"", ""target2_offset"": 12, ""target2_end"": 21, ""target2_pos"": ""RB"", ""target2_rank"": 2, ""candidates"": [""severely"", ""badly""]}, {""target2"": ""understanding"", ""target2_offset"": 22, ""target2_end"": 35, ""target2_pos"": ""VBG"", ""target2_rank"": 3, ""candidates"": [""realizing"", ""translating"", ""interpreting"", ""reading""]}, {""target2"": ""basis"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""base"", ""ground"", ""footing"", ""fundament"", ""foundation""]}, {""target2"": ""building"", ""target2_offset"": 75, ""target2_end"": 83, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""constructing"", ""making"", ""establishing"", ""progressing""]}]",5,22
applied,For example seriously understanding the basis of physics may be **applied** to building roads in very bad geological conditions.,"['utilized', 'employed', 'used', 'implemented', 'put into action']",[],"['utilized', 'employed', 'implemented', 'put into action']",['used'],1,"[4, 1, 3, 'None']",[0],For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,applied,used,21,prolex,applied,used,64,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""seriously"", ""target2_offset"": 12, ""target2_end"": 21, ""target2_pos"": ""RB"", ""target2_rank"": 2, ""candidates"": [""severely"", ""badly""]}, {""target2"": ""understanding"", ""target2_offset"": 22, ""target2_end"": 35, ""target2_pos"": ""VBG"", ""target2_rank"": 3, ""candidates"": [""realizing"", ""translating"", ""interpreting"", ""reading""]}, {""target2"": ""basis"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""base"", ""ground"", ""footing"", ""fundament"", ""foundation""]}, {""target2"": ""building"", ""target2_offset"": 75, ""target2_end"": 83, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""constructing"", ""making"", ""establishing"", ""progressing""]}]",5,22
applied,For example seriously understanding the basis of physics may be **applied** to building roads in very bad geological conditions.,"['utilized', 'employed', 'used', 'implemented', 'put into action']",[],"['utilized', 'employed', 'implemented', 'put into action']",['used'],1,"[4, 1, 3, 'None']",[0],For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,applied,implemented,22,prolex,applied,implemented,64,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""seriously"", ""target2_offset"": 12, ""target2_end"": 21, ""target2_pos"": ""RB"", ""target2_rank"": 2, ""candidates"": [""severely"", ""badly""]}, {""target2"": ""understanding"", ""target2_offset"": 22, ""target2_end"": 35, ""target2_pos"": ""VBG"", ""target2_rank"": 3, ""candidates"": [""realizing"", ""translating"", ""interpreting"", ""reading""]}, {""target2"": ""basis"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""base"", ""ground"", ""footing"", ""fundament"", ""foundation""]}, {""target2"": ""building"", ""target2_offset"": 75, ""target2_end"": 83, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""constructing"", ""making"", ""establishing"", ""progressing""]}]",5,22
like,But if I **like** swimming in the ocean,"['enjoy', 'fancy']","['prefer', 'love', 'appreciate']","['enjoy', 'fancy']",[],0,"[0, 2]",[],But if I like swimming in the ocean,like,enjoy,23,prolex,like,enjoy,9,13,"[{""target2"": ""swimming"", ""target2_offset"": 14, ""target2_end"": 22, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""floating"", ""drowning""]}, {""target2"": ""ocean"", ""target2_offset"": 30, ""target2_end"": 35, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""sea""]}]",2,3
like,But if I **like** swimming in the ocean,"['enjoy', 'fancy']","['prefer', 'love', 'appreciate']","['enjoy', 'fancy']",[],0,"[0, 2]",[],But if I like swimming in the ocean,like,fancy,24,prolex,like,fancy,9,13,"[{""target2"": ""swimming"", ""target2_offset"": 14, ""target2_end"": 22, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""floating"", ""drowning""]}, {""target2"": ""ocean"", ""target2_offset"": 30, ""target2_end"": 35, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""sea""]}]",2,3
depends,So how people enjoy life really **depends** on their situation.,"['hinges', 'relies', 'is contingent', 'is based', 'rests']",[],"['hinges', 'relies', 'rests', 'is contingent', 'is based']",[],1,"[6, 3, 1, 'None', 'None']",[],So how people enjoy life really depends on their situation.,depends,hinges,25,prolex,depends,hinges,32,39,"[{""target2"": ""people"", ""target2_offset"": 7, ""target2_end"": 13, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 14, ""target2_end"": 19, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""life"", ""target2_offset"": 20, ""target2_end"": 24, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}, {""target2"": ""really"", ""target2_offset"": 25, ""target2_end"": 31, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""very"", ""actually"", ""truly"", ""real"", ""genuinely""]}, {""target2"": ""situation"", ""target2_offset"": 49, ""target2_end"": 58, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""position"", ""place"", ""post"", ""site"", ""spot"", ""office""]}]",5,22
depends,So how people enjoy life really **depends** on their situation.,"['hinges', 'relies', 'is contingent', 'is based', 'rests']",[],"['hinges', 'relies', 'rests', 'is contingent', 'is based']",[],1,"[6, 3, 1, 'None', 'None']",[],So how people enjoy life really depends on their situation.,depends,relies,26,prolex,depends,relies,32,39,"[{""target2"": ""people"", ""target2_offset"": 7, ""target2_end"": 13, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 14, ""target2_end"": 19, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""life"", ""target2_offset"": 20, ""target2_end"": 24, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}, {""target2"": ""really"", ""target2_offset"": 25, ""target2_end"": 31, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""very"", ""actually"", ""truly"", ""real"", ""genuinely""]}, {""target2"": ""situation"", ""target2_offset"": 49, ""target2_end"": 58, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""position"", ""place"", ""post"", ""site"", ""spot"", ""office""]}]",5,22
depends,So how people enjoy life really **depends** on their situation.,"['hinges', 'relies', 'is contingent', 'is based', 'rests']",[],"['hinges', 'relies', 'rests', 'is contingent', 'is based']",[],1,"[6, 3, 1, 'None', 'None']",[],So how people enjoy life really depends on their situation.,depends,rests,27,prolex,depends,rests,32,39,"[{""target2"": ""people"", ""target2_offset"": 7, ""target2_end"": 13, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 14, ""target2_end"": 19, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""life"", ""target2_offset"": 20, ""target2_end"": 24, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}, {""target2"": ""really"", ""target2_offset"": 25, ""target2_end"": 31, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""very"", ""actually"", ""truly"", ""real"", ""genuinely""]}, {""target2"": ""situation"", ""target2_offset"": 49, ""target2_end"": 58, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""position"", ""place"", ""post"", ""site"", ""spot"", ""office""]}]",5,22
country,and you get to know interesting things about the **country** you decided to visit.,"['nation', 'land', 'region']","['territory', 'state']","['nation', 'land', 'region']",[],0,"[2, 0, 1]",[],and you get to know interesting things about the country you decided to visit.,country,nation,28,prolex,country,nation,49,56,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""things"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""decided"", ""target2_offset"": 61, ""target2_end"": 68, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""settled"", ""determined"", ""resolved""]}, {""target2"": ""visit"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""see"", ""call"", ""inflict"", ""impose"", ""chat"", ""jaw"", ""chatter"", ""inspect"", ""gossip""]}]",4,26
country,and you get to know interesting things about the **country** you decided to visit.,"['nation', 'land', 'region']","['territory', 'state']","['nation', 'land', 'region']",[],0,"[2, 0, 1]",[],and you get to know interesting things about the country you decided to visit.,country,land,29,prolex,country,land,49,56,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""things"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""decided"", ""target2_offset"": 61, ""target2_end"": 68, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""settled"", ""determined"", ""resolved""]}, {""target2"": ""visit"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""see"", ""call"", ""inflict"", ""impose"", ""chat"", ""jaw"", ""chatter"", ""inspect"", ""gossip""]}]",4,26
country,and you get to know interesting things about the **country** you decided to visit.,"['nation', 'land', 'region']","['territory', 'state']","['nation', 'land', 'region']",[],0,"[2, 0, 1]",[],and you get to know interesting things about the country you decided to visit.,country,region,30,prolex,country,region,49,56,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""things"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""decided"", ""target2_offset"": 61, ""target2_end"": 68, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""settled"", ""determined"", ""resolved""]}, {""target2"": ""visit"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""see"", ""call"", ""inflict"", ""impose"", ""chat"", ""jaw"", ""chatter"", ""inspect"", ""gossip""]}]",4,26
involvement,"To sum up, their **involvement** at school, the fact that there are more and more distractions and finally that the actions taken by the community may not interest young people can affect their **involvement**.",['participation'],"['engagement', 'contribution', 'interaction', 'immersion']",['participation'],[],3,[3],[],"To sum up, their involvement at school, the fact that there are more and more distractions and finally that the actions taken by the community may not interest young people can affect their involvement.",involvement,participation,31,prolex,involvement,participation,17,28,"[{""target2"": ""school"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""schooling""]}, {""target2"": ""finally"", ""target2_offset"": 95, ""target2_end"": 102, ""target2_pos"": ""RB"", ""target2_rank"": 19, ""candidates"": [""eventually"", ""ultimately"", ""last""]}, {""target2"": ""actions"", ""target2_offset"": 112, ""target2_end"": 119, ""target2_pos"": ""NNS"", ""target2_rank"": 22, ""candidates"": [""activities""]}, {""target2"": ""taken"", ""target2_offset"": 120, ""target2_end"": 125, ""target2_pos"": ""VBN"", ""target2_rank"": 23, ""candidates"": [""required"", ""need"", ""removed"", ""selected"", ""considered"", ""accepted"", ""demanded"", ""assumed"", ""involved"", ""guided"", ""aimed"", ""filled"", ""acquired"", ""directed"", ""claimed"", ""learned"", ""consumed"", ""filmed""]}, {""target2"": ""interest"", ""target2_offset"": 151, ""target2_end"": 159, ""target2_pos"": ""NN"", ""target2_rank"": 29, ""candidates"": [""sake"", ""stake"", ""involvement"", ""pursuit""]}]",5,27
nice,"Third, the tour guide will take me to good and **nice** places and he will help me to take a good picture of our friends.","['pleasant', 'lovely', 'delightful']","['charming', 'attractive']","['pleasant', 'lovely', 'delightful']",[],0,"[1, 1, 3]",[],"Third, the tour guide will take me to good and nice places and he will help me to take a good picture of our friends.",nice,pleasant,32,prolex,nice,pleasant,47,51,"[{""target2"": ""tour"", ""target2_offset"": 11, ""target2_end"": 15, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""circuit"", ""hitch"", ""spell"", ""go"", ""turn""]}, {""target2"": ""guide"", ""target2_offset"": 16, ""target2_end"": 21, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""scout"", ""template""]}, {""target2"": ""take"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""require"", ""bring"", ""need"", ""remove"", ""choose"", ""select"", ""have"", ""lead"", ""consider"", ""carry"", ""accept"", ""demand"", ""deal"", ""study"", ""assume"", ""involve"", ""guide"", ""aim"", ""shoot"", ""fill"", ""read"", ""direct"", ""acquire"", ""get"", ""claim"", ""learn"", ""consume"", ""film"", ""adopt""]}, {""target2"": ""good"", ""target2_offset"": 38, ""target2_end"": 42, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""beneficial"", ""respectable"", ""effective"", ""well"", ""serious"", ""expert"", ""dear"", ""full"", ""sound"", ""upright"", ""practiced"", ""just"", ""near"", ""ripe"", ""safe"", ""right"", ""honest"", ""secure"", ""honorable""]}, {""target2"": ""places"", ""target2_offset"": 52, ""target2_end"": 58, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""homes"", ""positions"", ""spots"", ""seats"", ""properties"", ""posts"", ""shoes"", ""spaces"", ""offices"", ""stations"", ""situations""]}]",5,66
